,coin,percentCorrect,percentSuccessful,percentGained,pricePercent
0,ETH/USD,0.5462962962962963,0.9819819819819819,0.0036194204999995348,-0.04798963405057337
1,BTC/USD,0.5370370370370371,0.990990990990991,-0.004139405700000225,-0.03358406373770402
