Date,Open,High,Low,Close,Volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2022-05-16 12:00:00,1.6289,1.6495,1.6123,1.6495,2162.14,1652705999999,3503.6272,19,2044.04,3313.1634,0
2022-05-16 13:00:00,1.67,9.5,1.0702,1.52,20757.16,1652709599999,48688.7016,153,9880.51,29966.5445,0
2022-05-16 14:00:00,1.57,1.75,1.5301,1.71,9606.55,1652713199999,15699.6726,38,4266.19,7192.8507,0
2022-05-16 15:00:00,1.67,1.67,1.5801,1.66,5573.92,1652716799999,8824.9073,14,113.18,188.5106,0
2022-05-16 16:00:00,1.66,1.7378,1.53,1.53,1122.47,1652720399999,1827.0787,18,417.86,713.5568,0
2022-05-16 17:00:00,1.72,1.72,1.5515,1.71,540.74,1652723999999,891.7779,11,315.75,541.3676,0
2022-05-16 18:00:00,1.69,1.69,1.5101,1.65,717.88,1652727599999,1170.3654,18,322.14,539.8393,0
2022-05-16 19:00:00,1.65,1.842,1.62,1.62,5802.85,1652731199999,9839.1494,33,4997.83,8502.3026,0
2022-05-16 20:00:00,1.61,1.75,1.6,1.75,1829.96,1652734799999,3030.9031,31,686.19,1172.4316,0
2022-05-16 21:00:00,1.68,1.75,1.61,1.62,831.94,1652738399999,1403.0373,18,368.19,643.3418,0
2022-05-16 22:00:00,1.63,1.72,1.61,1.61,1874.21,1652741999999,3052.5877,27,409.8,686.3795,0
2022-05-16 23:00:00,1.7180000000000002,1.7180000000000002,1.55,1.55,1029.35,1652745599999,1636.2251,11,31.0,53.258,0
2022-05-17 00:00:00,1.55,1.72,1.55,1.72,3469.1,1652749199999,5797.1778,32,3092.34,5210.0498,0
2022-05-17 01:00:00,1.6166,1.626,1.6023,1.626,3787.46,1652752799999,6105.4852,20,2123.29,3429.9836,0
2022-05-17 02:00:00,1.6213,1.6213,1.6062,1.6126,379.78,1652756399999,613.7876,9,197.08,318.639,0
2022-05-17 03:00:00,1.6126,1.6262,1.6084,1.6262,453.31,1652759999999,730.5083,7,60.69,98.288,0
2022-05-17 04:00:00,1.6262,1.63,1.6262,1.63,1671.59,1652763599999,2722.7733,21,1180.25,1922.5293,0
2022-05-17 05:00:00,1.63,1.65,1.63,1.6464,1777.57,1652767199999,2916.4383,23,1355.4,2224.7419,0
2022-05-17 06:00:00,1.6464,1.6772,1.6464,1.6633,1258.74,1652770799999,2101.8136,10,1016.17,1698.0189,0
2022-05-17 07:00:00,1.6604,1.6604,1.6604,1.6604,179.05,1652774399999,297.2946,1,179.05,297.2946,0
2022-05-17 08:00:00,1.6807,1.6807,1.6807,1.6807,9.46,1652777999999,15.8994,1,9.46,15.8994,0
2022-05-17 09:00:00,1.6777,1.7005,1.6777,1.7005,1750.0,1652781599999,2958.2912,9,1750.0,2958.2912,0
2022-05-17 10:00:00,1.6875,1.6875,1.6603,1.6801,2588.27,1652785199999,4316.8789,17,263.33,443.6823,0
2022-05-17 11:00:00,1.6603,1.6605,1.6602,1.6602,184.66,1652788799999,306.5934,3,0.0,0.0,0
2022-05-17 12:00:00,1.6602,1.6602,1.6602,1.6602,0.0,1652792399999,0.0,0,0.0,0.0,0
2022-05-17 13:00:00,1.6817,1.69,1.6769999999999998,1.6812,561.59,1652795999999,944.8293,9,105.98,178.9662,0
2022-05-17 14:00:00,1.6717,1.6717,1.653,1.653,190.23,1652799599999,314.6725,2,190.23,314.6725,0
2022-05-17 15:00:00,1.653,1.653,1.653,1.653,0.0,1652803199999,0.0,0,0.0,0.0,0
2022-05-17 16:00:00,1.651,1.651,1.6109,1.6181,1154.17,1652806799999,1865.9101,9,0.0,0.0,0
2022-05-17 17:00:00,1.6181,1.6181,1.6181,1.6181,0.0,1652810399999,0.0,0,0.0,0.0,0
2022-05-17 18:00:00,1.6922,2.3439,1.6922,2.1518,15310.39,1652813999999,32554.3568,159,10984.15,23224.2898,0
2022-05-17 19:00:00,2.1702,2.2352,1.872,1.9326,7272.1,1652817599999,14541.2179,115,3678.51,7416.4747,0
2022-05-17 20:00:00,1.91,2.0493,1.88,1.8893,3766.21,1652821199999,7264.0419,67,1196.71,2294.9487,0
2022-05-17 21:00:00,1.94,2.2766,1.94,1.954,3935.64,1652824799999,8033.4144,104,2498.95,5130.7015,0
2022-05-17 22:00:00,1.9859,2.002,1.9654,1.99,1183.37,1652828399999,2351.9019,21,911.75,1816.3712,0
2022-05-17 23:00:00,1.9898,1.9898,1.9515,1.9629,1800.72,1652831999999,3533.7656,20,302.48,593.0506,0
2022-05-18 00:00:00,1.9777,1.9911,1.9501,1.9707,1415.76,1652835599999,2791.6249,20,1228.53,2426.2635,0
2022-05-18 01:00:00,1.9707,2.0103,1.9707,1.9921,995.18,1652839199999,1977.5613,39,237.66,473.4021,0
2022-05-18 02:00:00,1.9814,2.137,1.9814,2.0428,3202.19,1652842799999,6585.5475,73,1465.9,2982.8618,0
2022-05-18 03:00:00,2.0428,2.16,2.0118,2.1011,4622.96,1652846399999,9716.6029,63,3522.52,7455.8663,0
2022-05-18 04:00:00,2.0832,2.385,2.0832,2.2993,15362.06,1652849999999,34868.8467,151,9752.73,22283.7016,0
2022-05-18 05:00:00,2.2958,2.385,2.1609,2.2456,12954.74,1652853599999,28973.1544,62,3829.52,8852.741,0
2022-05-18 06:00:00,2.2567,2.4469,2.24,2.4469,18491.93,1652857199999,42590.8764,130,11764.48,27026.7552,0
2022-05-18 07:00:00,2.4147,3.5643,2.4147,2.8001,48413.38,1652860799999,138357.6257,349,23665.62,69531.7967,0
2022-05-18 08:00:00,2.8001,3.15,2.6449,2.9434,31786.69,1652864399999,92846.8951,206,14840.1,43830.8266,0
2022-05-18 09:00:00,2.9278,3.43,2.9104,3.1885,40273.64,1652867999999,130011.4787,269,24106.49,78226.6436,0
2022-05-18 10:00:00,3.1986,3.2574,2.9792,3.0686,9494.41,1652871599999,29367.5239,104,5804.25,18174.5101,0
2022-05-18 11:00:00,3.0916,3.1171,2.9848,3.0507,8757.31,1652875199999,26693.0002,88,3720.88,11379.1065,0
2022-05-18 12:00:00,3.0401,3.0476,2.8117,2.8505,16801.69,1652878799999,48722.8232,113,8713.31,24931.9477,0
2022-05-18 13:00:00,2.8365,3.0991,2.8185,2.9348,26453.05,1652882399999,77692.4688,243,13467.65,39255.566,0
2022-05-18 14:00:00,2.9523,3.07,2.8748,2.958,31162.99,1652885999999,94118.3501,311,9721.24,29446.6916,0
2022-05-18 15:00:00,2.98,3.2441,2.9,2.9091,65241.55,1652889599999,198806.3237,428,41486.41,125890.4281,0
2022-05-18 16:00:00,2.9,2.9344,2.7788,2.7939,23620.81,1652893199999,67485.3152,167,11694.53,33667.7211,0
2022-05-18 17:00:00,2.7524,2.7919,2.7131,2.753,8722.29,1652896799999,24032.9572,70,1576.63,4339.6689,0
2022-05-18 18:00:00,2.7564,2.7676,2.4338,2.4338,27999.79,1652900399999,71363.7249,197,5023.11,13137.5708,0
2022-05-18 19:00:00,2.4345,2.4538,2.2985,2.3038,28265.71,1652903999999,67191.6215,196,2405.08,5655.9239,0
2022-05-18 20:00:00,2.2894,2.3421,2.2607,2.2632,4649.85,1652907599999,10672.6824,30,2451.54,5590.1192,0
2022-05-18 21:00:00,2.3004,2.3629,2.2906,2.3136,5987.38,1652911199999,13858.4741,41,4882.23,11294.4046,0
2022-05-18 22:00:00,2.3211,2.3374,2.2339,2.25,4929.05,1652914799999,11223.1376,31,1039.05,2339.0956,0
2022-05-18 23:00:00,2.25,2.25,2.1039,2.1039,7887.71,1652918399999,17016.7585,46,3090.66,6652.0197,0
2022-05-19 00:00:00,2.0938,2.2708,2.0836,2.1776,7464.77,1652921999999,16242.2635,48,4403.47,9621.5993,0
2022-05-19 01:00:00,2.3784,2.787,2.3616,2.3732,17330.83,1652925599999,44577.5977,145,9602.25,24546.941000000006,0
2022-05-19 02:00:00,2.356,2.6262,2.319,2.5834,6395.37,1652929199999,15875.6804,58,2327.5,5964.2535,0
2022-05-19 03:00:00,2.5648,2.5981,2.3469,2.3532,4310.53,1652932799999,10823.473,49,783.63,1950.5835,0
2022-05-19 04:00:00,2.3926,2.3985,2.2846,2.2846,1268.52,1652936399999,2953.7999,16,107.25,255.9815,0
2022-05-19 05:00:00,2.2945,2.3016,2.268,2.3016,403.36,1652939999999,917.9041,8,102.07,231.7245,0
2022-05-19 06:00:00,2.271,2.271,2.14,2.14,2041.82,1652943599999,4599.3669,19,397.07,893.5005,0
2022-05-19 07:00:00,2.126,2.1689,2.09,2.1689,209.49,1652947199999,444.5446,7,24.67,51.5603,0
2022-05-19 08:00:00,2.236,2.236,2.1531,2.1749,93.02,1652950799999,203.2976,5,9.15,19.9003,0
